Anomaly ID,Date,Start Time,Anomaly description,2-butanone (Trace Contaminants),Acetaldehyde (Trace Contaminants),Aux Cabin Fan #1 (L1),Aux Cabin Fan #2 (L1),bank1 Amps (Subfloor),bank2 Amps (Subfloor),bank3 Amps (Subfloor),bank4 Amps (Subfloor),Cabin Temperature (L1),Cabin Temperature (L2),Crew Quarters Humidity (Crew),Crew Quarters Radiation (Crew),Dichloromethane (Trace Contaminants),DMCPS (Trace Contaminants),Ethanol (Trace Contaminants),Ethyl Acetate (Trace Contaminants),Fuel Cell #1 Current (Subfloor),Fuel Cell #1 PQM (Subfloor),Fuel Cell #1 Stack Outlet Temp (Subfloor),Fuel Cell #2 Current (Subfloor),Fuel Cell #2 PQM (Subfloor),Fuel Cell #2 Stack Outlet Temp (Subfloor),H2O (Crew),H2O pH,HMCTS (Trace Contaminants),Humidity (L1),Humidity (L2),Main Cabin Fan #1 (L1),Main Cabin Fan #2 (L1),m-p Xylenes (Trace Contaminants),n_Butanol (Trace Contaminants),OMCTS (Trace Contaminants),o-Xylene (Trace Contaminants),ppCO2 (L1),ppCO2 (L2),ppH2 (L1),ppH2 (L2),ppH2O (L1),ppH2O (L2),ppN2 (L1),ppN2 (L2),ppO2 (L1),ppO2 (L2),Pressure (L1),Pressure (L2),Radiation (L1),Radiation (L2),Toluene (Trace Contaminants),Total Cabin Pressure (L1),Total Cabin Pressure (L2),Trimethylsilanol (Trace Contaminants),WRS Valve Flow (L2),Signature,Final Root Cause,Potential Risks,Actions Taken,End Date,End Time,Affected Susbystems
113,3/8/2010,11:33:56 AM,Visible White ring on circuit breaker fuel cell control panel,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Fuel Cell #1 Current (Subfloor) Exceeds Lower Caution Limit;Fuel Cell #1 PQM (Subfloor) Exceeds Lower Caution Limit;Fuel Cell #1 Stack Output Temp (Subfloor) Exceeds Upper Caution Limit,Circuit breakers are tripped,Carbon may not be properly circulated in fuel cells;Fuel cells/injector lines can become blocked;Fuel cell system failure if not properly/regularly purged,Safe and then Reactivate Fuel Cells,3/8/2010,12:57:53 PM,CDRA
114,7/27/2003,9:41:11 AM,Injector lines do not 'hiss' when engaged,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Fuel Cell #1 Stack Output Temp (Subfloor) Exceeds Lower Caution Limit,Fuel Cell temperature is not high enough for cleaning,Carbon may not be properly circulated in fuel cells;Fuel cells/injector lines can become blocked;Fuel cell system failure if not properly/regularly purged,Perform step 4 of procedure 3.113,7/27/2003,10:29:43 AM,CDRA
115,6/8/2008,1:06:14 PM,Maintenance is occuring on board and fuel cells are still operating/interfering - fuel cell 'OPERATE' green light is illuminated,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Fuel Cell #1 Current (Subfloor) Exceeds Upper Caution Limit,Cells have not been set to proper standby mode for duration of maintenance,Carbon may not be properly circulated in fuel cells;Fuel cells/injector lines can become blocked;Fuel cell system failure if not properly/regularly purged,Install new sensors,6/8/2008,1:51:53 PM,CDRA
116,9/16/2009,5:14:30 PM,CO2 levels are increasing;O2 levels are decreasing,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Caution Limit;ppCO2 (L2) Exceeds Upper Caution Limit;ppO2 (L1) Exceeds Lower Caution Limit;ppO2 (L2) Exceeds Lower Caution Limit,Filter has debris,Health hazards if CO2 level above safety range,Inspect and remove debris from filter,9/16/2009,5:37:49 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
117,2/17/2011,5:16:13 AM,ppCO2 sensor reads levels below caution limit,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Lower Caution Limit;ppCO2 (L2) Exceeds Lower Caution Limit,Faulty sensor,ppCO2 changes may go undetected,Replace sensors,2/17/2011,5:43:00 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
118,3/30/2000,9:54:00 AM,ppCO2 sensor reads levels below warning limit,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Lower Warning Limit;ppCO2 (L2) Exceeds Lower Warning Limit,Faulty sensor,ppCO2 changes may go undetected,Replace sensors,3/30/2000,10:22:48 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
119,11/23/2013,6:05:37 AM,Filter assembly flow at the LiOH canister entrance is outside expected range (defined by MCC),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Caution Limit;ppCO2 (L2) Exceeds Upper Caution Limit;ppO2 (L1) Exceeds Lower Caution Limit;ppO2 (L2) Exceeds Lower Caution Limit,Zeolite filters are oversaturated (13X removes humidity;5A removes CO2),Excess water capor in cabin could effect operating equiptment,Inspect and remove debris from filter,11/23/2013,7:27:42 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
120,6/6/2006,8:02:41 AM,Filter assembly flow at the LiOH canister entrance is outside expected range (defined by MCC),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Warning Limit;ppCO2 (L2) Exceeds Upper Warning Limit;ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit,Zeolite filters are oversaturated (13X removes humidity;5A removes CO2),Sabatier cannot function properly without the reactants/products from ZRU,Regenerate filters by connecting/setting up ZRU to expose filters to heat and a vacuum;perform procedure 3.103,6/6/2006,8:48:37 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
121,12/13/2002,10:05:14 PM,Vents on cabin output are reading a highest value below 0.5 m/s (using anemometer),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0001,0001,0000,0000,ppCO2 (L1) Exceeds Upper Warning Limit;ppCO2 (L2) Exceeds Upper Warning Limit;ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit;Total Cabin Pressure (L1) Exceeds Upper Warning Limit;Total Cabin Pressure (L2) Exceeds Upper Warning Limit,Filter is dirty/needs to be replaced,Health hazards if CO2 level above safety range,Replace Zeolite filter 13X,12/13/2002,10:25:24 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
122,3/15/2006,12:31:32 AM,Vents on cabin output are reading a highest value below 0.5 m/s (using anemometer),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0001,0001,0000,0000,ppCO2 (L1) Exceeds Upper Warning Limit;ppCO2 (L2) Exceeds Upper Warning Limit;ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit;Total Cabin Pressure (L1) Exceeds Upper Warning Limit;Total Cabin Pressure (L2) Exceeds Upper Warning Limit,Quick Disconnect are not secured on ZRU,Excess water capor in cabin could effect operating equiptment,Snap QD back into place;verifying with audible click and lightly tugging at the hose,3/15/2006,1:57:22 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
123,1/8/2013,4:10:51 PM,Vents on cabin output are reading a highest value below 0.5 m/s (using anemometer),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0001,0001,0000,0000,ppCO2 (L1) Exceeds Upper Warning Limit;ppCO2 (L2) Exceeds Upper Warning Limit;ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit;Total Cabin Pressure (L1) Exceeds Upper Warning Limit;Total Cabin Pressure (L2) Exceeds Upper Warning Limit,Filter has debris,Sabatier cannot function properly without the reactants/products from ZRU,Inspect and remove debris from filter,1/8/2013,4:52:11 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
124,12/30/2015,5:19:41 AM,Vents on cabin output are reading a highest value below 0.5 m/s (using anemometer),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0001,0001,0000,0000,ppCO2 (L1) Exceeds Upper Warning Limit;ppCO2 (L2) Exceeds Upper Warning Limit;ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit;Total Cabin Pressure (L1) Exceeds Upper Warning Limit;Total Cabin Pressure (L2) Exceeds Upper Warning Limit,Filter is oversaturated,Sabatier cannot function properly without the reactants/products from ZRU,Regenerate filters by connecting/setting up ZRU to expose filters to heat and a vacuum;perform procedure 3.103,12/30/2015,6:04:54 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
125,4/30/2014,7:12:35 PM,Vents on cabin output are reading a highest value below 0.5 m/s (using anemometer),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0001,0001,0000,0000,ppCO2 (L1) Exceeds Upper Warning Limit;ppCO2 (L2) Exceeds Upper Warning Limit;ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit;Total Cabin Pressure (L1) Exceeds Upper Warning Limit;Total Cabin Pressure (L2) Exceeds Upper Warning Limit,Wrong reading;broken anemometer,Sabatier cannot function properly without the reactants/products from ZRU,Retest airflow using anemometer as specified for multiple readings,4/30/2014,8:18:58 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
126,4/30/2019,2:05:08 PM,Cabin humidity levels are below caution limits,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Humidity (L1) Exceeds Lower Caution Limit;Humidity (L2) Exceeds Lower Caution Limit,Filter is dirty/needs to be replaced,Health hazards if CO2 level above safety range,Replace Zeolite filter 13X,4/30/2019,2:33:48 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
127,7/24/2002,8:28:11 AM,Cabin humidity levels are below warning limits,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Humidity (L1) Exceeds Lower Warning Limit;Humidity (L2) Exceeds Lower Warning Limit,Air flow direction on Zeolite filter is not matched with FDA flow direction,Could require use of simluated LiOH canister for emergency CO2 removal,Replace Zeolite filter 5A,7/24/2002,8:50:30 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
128,10/15/2017,11:58:08 AM,Cabin humidity levels are above caution limits,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit,Zeolite filters are oversaturated (13X removes humidity;5A removes CO2),Excess water capor in cabin could effect operating equiptment,Replace Zeolite filter 13X and 5A,10/15/2017,12:55:00 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
129,2/27/2016,6:23:02 AM,Cabin humidity levels are above warning limits,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Humidity (L1) Exceeds Upper Warning Limit;Humidity (L2) Exceeds Upper Warning Limit,Faulty sensor,Changes in measurement levels may go undetected,Replace faulty sensor,2/27/2016,7:51:10 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
130,2/5/2015,4:31:26 PM,Cabin humidity levels are above warning limits,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Humidity (L1) Exceeds Lower Warning Limit;Humidity (L2) Exceeds Lower Warning Limit,Filters are not being regenerated,Sabatier cannot function properly without the reactants/products from ZRU,Regenerate filters by connecting/setting up ZRU to expose filters to heat and a vacuum;perform procedure 3.103,,,
131,4/28/2016,10:53:37 AM,Cabin humidity levels are fluctuating greatly within nominal range,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Humidity (L1) Exceeds Lower Warning Limit;Humidity (L2) Exceeds Lower Warning Limit,Faulty sensor,Changes in measurement levels may go undetected,Replace faulty sensor,4/28/2016,12:09:48 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
132,5/26/2009,4:57:13 AM,ppO2 levels are below caution limits,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppO2 (L1) Exceeds Lower Caution Limit;ppO2 (L2) Exceeds Lower Caution Limit,Filter is dirty/needs to be replaced,Health hazards if CO2 level above safety range,Replace Zeolite filter 13X,5/26/2009,5:09:19 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
133,8/3/2018,11:15:04 AM,ppO2 levels are below warning limits,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit,Air flow direction on Zeolite filter is not matched with FDA flow direction,Could require use of simluated LiOH canister for emergency CO2 removal,Replace Zeolite filter 5A,,,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
134,12/10/2019,4:34:02 AM,ppO2 levels are above caution limits,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppO2 (L1) Exceeds Upper Caution Limit;ppO2 (L2) Exceeds Upper Caution Limit,Zeolite filters are oversaturated (13X removes humidity;5A removes CO2),Excess water capor in cabin could effect operating equiptment,Replace Zeolite filter 13X and 5A,12/10/2019,5:37:24 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
135,9/4/2013,10:03:48 PM,ppO2 levels are above warning limits,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppO2 (L1) Exceeds Upper Warning Limit;ppO2 (L2) Exceeds Upper Warning Limit,Faulty sensor,Changes in measurement levels may go undetected,Replace faulty sensor,9/4/2013,11:33:39 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
136,9/23/2003,5:14:30 PM,ppO2 levels are above warning limits,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit,Filters are not being regenerated,Sabatier cannot function properly without the reactants/products from ZRU,Regenerate filters by connecting/setting up ZRU to expose filters to heat and a vacuum;perform procedure 3.103,9/23/2003,6:38:18 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
137,5/6/2012,7:55:12 AM,ppO2 levels are fluctuating greatly within nominal range,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit,Faulty sensor,Changes in measurement levels may go undetected,Replace faulty sensor,5/6/2012,8:59:08 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
138,7/29/2008,7:45:07 AM,Excess CO2 in the cabin,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Caution Limit;ppCO2 (L2) Exceeds Upper Caution Limit,LiOH filters oversaturated,Health hazards if CO2 level above safety range,Follow procedure 3.105;3.102;and 3.106,7/29/2008,8:47:37 AM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
139,9/29/2007,1:03:13 PM,Excess CO2 in the cabin,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Warning Limit;ppCO2 (L2) Exceeds Upper Warning Limit,LiOH filters oversaturated,Health hazards if CO2 level above safety range,Follow procedure 3.105;3.102;and 3.106,9/29/2007,2:18:14 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
140,6/14/2018,6:14:24 PM,Increasing CO2;Decreasing O2;Increasing Humidity,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Caution Limit;ppCO2 (L2) Exceeds Upper Caution Limit;ppO2 (L1) Exceeds Lower Caution Limit;ppO2 (L2) Exceeds Lower Caution Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humiditiy (Crew) Exceeds Upper Caution Limit,Filters are saturated,Health hazards if CO2 level above safety range,Follow procedure 3.104,6/14/2018,6:58:45 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
141,5/30/2012,3:08:30 PM,Increasing CO2;Decreasing O2;Increasing Humidity,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Caution Limit;ppCO2 (L2) Exceeds Upper Caution Limit;ppO2 (L1) Exceeds Lower Caution Limit;ppO2 (L2) Exceeds Lower Caution Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humiditiy (Crew) Exceeds Upper Caution Limit,Filters have debris,Health hazards if CO2 level above safety range,Follow procedure 3.105,5/30/2012,3:27:13 PM,FDA (TCCS);Main Cabin Fans (CCAA);Auxiliary Cabin Fans (TCCS);ECLSS Vents
142,11/28/2013,3:26:56 PM,Increasing CO2;Decreasing O2;Increasing Humidity,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Caution Limit;ppCO2 (L2) Exceeds Upper Caution Limit;ppO2 (L1) Exceeds Lower Caution Limit;ppO2 (L2) Exceeds Lower Caution Limit;Humidity (L1) Exceeds Upper Caution Limit;Humidity (L2) Exceeds Upper Caution Limit;Crew Quarters Humiditiy (Crew) Exceeds Upper Caution Limit,Faulty sensor,Changes in measurement levels may go undetected,Replace faulty sensor,11/28/2013,4:01:29 PM,CDRA
143,4/16/2010,4:48:35 PM,Increasing CO2;Decreasing O2;Increasing Humidity,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Warning Limit;ppCO2 (L2) Exceeds Upper Warning Limit;ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit;Humidity (L1) Exceeds Upper Warning Limit;Humidity (L2) Exceeds Upper Warning Limit;Crew Quarters Humiditiy (Crew) Exceeds Upper Warning Limit,Filters are saturated,Health hazards if CO2 level above safety range,Follow procedure 3.104,4/16/2010,5:15:04 PM,CDRA
144,8/26/2017,3:10:48 AM,Increasing CO2;Decreasing O2;Increasing Humidity,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Warning Limit;ppCO2 (L2) Exceeds Upper Warning Limit;ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit;Humidity (L1) Exceeds Upper Warning Limit;Humidity (L2) Exceeds Upper Warning Limit;Crew Quarters Humiditiy (Crew) Exceeds Upper Warning Limit,Filters have debris,Health hazards if CO2 level above safety range,Follow procedure 3.105,8/26/2017,4:15:27 AM,CDRA
145,2/10/2000,1:10:42 AM,Increasing CO2;Decreasing O2;Increasing Humidity,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,ppCO2 (L1) Exceeds Upper Warning Limit;ppCO2 (L2) Exceeds Upper Warning Limit;ppO2 (L1) Exceeds Lower Warning Limit;ppO2 (L2) Exceeds Lower Warning Limit;Humidity (L1) Exceeds Upper Warning Limit;Humidity (L2) Exceeds Upper Warning Limit;Crew Quarters Humiditiy (Crew) Exceeds Upper Warning Limit,Faulty sensor,Changes in measurement levels may go undetected,Replace faulty sensor,2/10/2000,2:25:00 AM,CDRA
